train_input_1,train_input_2,train_output_1
l,ljxateuswbd,true
ubahq,hkbabivauy,false
fyoyj,worvfyhujyhyhyt,true
vbdretnejndagfshhncp,ebndrhdnvjfhatnpsgce,true
tvrumxtuopbekch,pvedtmmuohtkmxrgy,false
xpkzqc,pzkq,false
rhkoql,lcqsbnkhzof,false
zpdt,zdaytipx,true
fqhqdolibtty,lfynhtiqfgdohbqt,true
jt,qiteufsbittvdkfzuycx,false
quzyqxn,xqlnuezsqdzqyihy,true
l,uxlm,true
ivqdruaycrkke,eaqu,false
hm,mh,true
pnhbjsteyhwcbkj,qcjyjtanpbkwhdbysh,false
rr,dwyjrrjow,true
nwoctx,nwtqczrwcxxqz,false
k,flkfk,true
cze,zqfcblqhe,true
ltfmh,fm,false
hjvkfsbhccpnp,kcfctajhnpsvihpp,false
weesomeoe,esobmeowveeye,true
r,r,true
xdonvpnanjhfcygr,rofhjcpndvgenjpay,false
drnpmlzdzsmgieoqmxr,spnp,false
wmrludhker,rldhwdkerlrumjmh,true
j,boiyhjysp,true
y,yyv,true
isgmokoxnqiftvbk,kvmbqmnfzdsixgkotaif,false
gja,gjtay,true
wkxdlrh,zfphwhrdjxlhdk,true
vapexhmhjl,jdxpmvhelcadm,false
ffkdr,lexczzkbrfihzngfzp,false
fexctcivzut,tqxizafecut,false
pojphizqpwoneqykhw,yoqhwhwojznpop,false
smthxhpblgzodqmac,mlgfcnptxbqhzghods,false
svnst,sqfhtnzzswv,true
udakrmztu,vatkurumfzd,true
xnaekposaboltttk,tokolxttpk,false
hun,owarhau,false
guqodnfs,qf,false
epweot,o,false
gm,pearglm,true
c,h,false
zwbtrzf,twfzbrz,true
xxtwtzvlhbwdcpj,pxhwtdjwzntxlcg,false
w,wc,true
e,e,true
l,lhprb,true
el,el,true
hlfys,srffhly,true
epc,pce,true
lhywnw,yvwnxwhly,true
pibkpz,pzbapoihxk,true
lpytk,yztdluvknpkfd,true
t,t,true
t,pntk,true
vrpvqtsffpqjjrgp,jpvfppjpfprgtr,false
zdvybont,tdbvzdoegsbeadfn,false
muhvt,uhtv,false
ghpgywvov,vv,false
ya,rikxdqyemmarxm,true
rdvd,mjyforvbd,false
df,fhydtgisq,true
kfffozqaiqkzs,fqziskqviyyfzooeattu,false
pcckwhj,ygycokwhjpg,false
xb,nqndglfvxu,false
dhdychmsmakcbjjqq,zjmdmhhqcabr,false
uxdfmpaj,wfddrzupxyqbrpmwazf,false
zodshgvpxurbr,shp,false
zef,uzfeg,true
f,oqf,true
shzunyvdt,vsmzyudnht,true
hhhlgjlrhqup,crpghqlbhhojuelqhx,true
dl,dl,true
dfcubxslcpf,absmxcffludpc,true
zucg,ceufcejjg,false
h,hi,true
q,q,true
mcwni,cmxwnicg,true
gogzdvooan,nsdzvggsbioooa,true
tyhm,hytm,true
tazplqsnikkltm,sltlpaintpzbqlmki,false
roiajpdqjnbzhy,z,false
tgilvi,titsttvmkngigthc,false
e,mztbe,true
s,s,true
dppiepqdmuurrqelx,plcdqsqepxuuraeiurxp,false
r,wewr,true
szmubsbchubb,bsbbcuz,false
isgrhkfovtj,jtarfohqsmvgg,false
ptqrksdberdh,rhdkbesrdtdqv,false
j,ijamzfojoz,true
zvebceiq,incvtyqzb,false
qienlybisfdwvg,qblzwevdysnvgiiqf,true
gpjvhkpfu,jpkfihpgvu,true
iuie,lauyeqzywbiflwtsoi,true
flh,mrwclhrqnhtjk,false
bypzylgjc,jwazlcygyp,false
oi,miw,false
q,qhnu,true
yedazafglagtvcgs,aacalofzgvggetdvasdy,true
xxgld,lduekxbyfswixcx,false
a,a,true
aepth,evknapzespgbybhtvup,true
xvigtxi,nxubpwqxvtvjtiigf,true
urdxlklcr,kprcoloxrdl,false
nytfqiqdg,gqyntqifd,true
pmwyckgabuuse,wpukeayusbmcgp,true
jzbdkoaixs,bfxddjsakjsiqknzi,false
bep,otbptqeod,true
ghiprgu,hgr,false
wczlw,pzcrlcwfw,true
kl,ybtldclqenlqdzs,false
b,gqoqocsbhwthabklyb,true
weqrlagajji,wlaakqekjzzqeirjrq,false
ubaqfuh,buqafhuxm,true
yjxmpgzdzw,xgznjwyzmdpwzl,true
r,r,true
qt,tq,true
dqchu,cqseyhd,false
kiu,gkiqsgil,false
lxzioznn,irzmbhvaznlynv,false
ftwbhbepxccrbjawz,wbxawo,false
cdkdyalig,doyqamvilsg,false
bqbzsdjftdqvmemya,mqqqtbjqsjbwvdsyamf,false
qtv,ydevvwqtykwkcxvi,true
mmuycpvvlryhjl,lyly,false
xsvy,ltyvxsy,true
ro,qdyrojovo,true
sbdgehciprghzfzx,icxgtvbzhyhsnpbgee,false
n,bhnqjtl,true
fteutvy,tuekvzyflkuut,true
pxp,pgaopsjjvxaa,true
ztpketyzuqpcbxp,svgyqkxp,false
p,zvaptlp,true
b,gbdjkzp,true
q,q,true
koiyhsykogoejtavxl,ktyoohjeyvslakix,false
wfmkjfksusrybz,wwkbmzfkfmuusjcr,false
jj,qjuqjaefcuspdtaespaj,true
ee,frweezpvfcxbxyhmls,true
t,t,true
mbjc,ymhbj,false
rltpaxl,llt,false
xj,jxys,true
domgvpqju,oqugpjvdm,true
z,fyzo,true
vmejjtazednhho,aaamzjvonkeehhdujdt,true
zrzwr,zrarwbzu,true
kxkico,iko,false
pqevfodovti,tovdeiipqefvq,false
uc,puaa,false
sxxodx,vsexxqrxrtuc,false
vvrxcz,cpxdzaxvvrma,true
rosopsjkmqhnfzf,pnkomoqsrfs,false
mcrubwfcvao,wcmtfnarrbu,false
bnvtvlv,vhgivfgtvwnqvbs,false
bprvrh,rvrhb,false
nl,agjnglj,true
kbbjzg,cntjpbomdkqby,false
ouvmkajrvpbpngij,ryviikgubjvcpmjnado,false
fgek,yger,false
jrfw,fjhunwclajracd,true
x,sfnvxfa,true
kjhp,spjrhoyqjwarjdczk,true
tr,ttwr,true
uf,hfu,true
xkiuqlso,xyukqogpil,false
lfkexm,kovjinhxelzfc,false
dmepdu,qntrejvfydupcctiza,false
xeubukurcpkan,brj,false
ggbi,ib,false
qr,awraqmqz,true
eqzrmiaqcpmq,qkizrmaacxproqmxe,false
nqtypiec,cqiqpnye,false
dfmgeoy,jdoemfgavsry,true
xvxtz,aatzzryxzotilxftv,true
n,k,false
lgizo,glik,false
yfcnaqfoakr,kcfqfsnryacan,false
hdrd,kdphxlrgnyeqd,true
y,y,true
p,ljp,true
qmr,kdgtbsjrnqsemnhx,true
yhsngkhcboxy,shboyshkycqx,false
hhwfmpmtm,tmmmebrhpwfdc,false
thtg,tght,true
vql,q,false
l,lx,true
qcqudmoohy,y,false
przryvpntkoyle,vytyt,false
eqrbaayqqomo,y,false
zwzcgeduw,egzcoerudizinghvdiw,false
mlr,lkqhlbmvir,true
lrrbdu,rrdvbzul,true
zd,zd,true
ltur,slttbperygwxkkwsxgtu,true
fuib,iikwctucj,false
uqrktgpqrc,qqcjtrkgup,false
wknyavhwdgudvsrtri,anmhkdviuwdsgyrgkwt,false
pefjqvglhcsltw,elcqzf,false
puigjsmrwukw,gpirspeqmwsulwbjukv,true
plik,l,false
huu,h,false
fzsduscdfleebd,dfc,false
dbdtozxvw,dvtrbwdzrxoo,true
omgeizhecat,ahflbommkcjvztchyia,false
u,u,true
sf,shfve,true
gqhxjwcb,vwixpbjwgch,false
dxnixppnxctik,dtzwyxpcqdiiqjgprxn,false
s,s,true
behehixahjzh,h,false
p,pihmfrgcc,true
aiy,aizjyyd,true
zxhjmiosf,o,false
ckzdr,ndzcr,false
zv,zruen,false
giw,qlajwfigwznslx,true
pdv,pdyc,false
vxyfld,fylkdxtpss,false
ndpyapbaq,dqaynpba,false
arrb,rbkcobmfar,true
rgb,kgbrs,true
qmkfzzrmiih,hikpaumqmzqifzr,true
xix,mggoruxnoduygtjlxli,true
szi,szmq,false
gt,ftg,true
nclyl,ylslcmn,true
svjzdozi,dj,false
h,fputojhr,true
occjdklwugxlklil,icwu,false
uglywp,yugwpl,true
ptvtmqibomwehicng,hqbiwceniptv,false
nwvvsxfujtzxljp,jsfxuvtncpvwzjfxzf,false
g,dcpiggoathz,true
qeiqrvo,qcrqeivok,true
yifngbhritjjyi,yaii,false
n,ocndg,true
wffj,ntjfxwfp,true
p,qp,true
ptxuupqm,dptxfmkmpfmuxu,false
bowedxbojy,abwrdybbojkox,false
vgkri,grvikm,true
vzaq,mnpvazjq,true
dmkdyuthxvkuswdq,kxqdhdzdk,false
nvzamym,mmigzynma,false
lkpgqipuqjk,jqgkqfjbfldipxsapk,false
pxovxcno,oihxvvcfpoxq,false
l,l,true
doafzspm,fosjhgdgytigfpasm,false
ccuhwqtnucss,cshusftuwntq,false
xo,gxmeymhmquoly,true
gtkjqj,jfmgtky,false
cc,cc,true
p,pgnif,true
bw,wb,true
uvomb,mbvuo,true
fhcenxeufabaxe,xnbefaguab,false
gcjgxwtm,xwgtjmgc,true
knewjpwzwlsi,wztw,false
et,lqsetzmcyceudbcwsc,true
vkxkb,kvbzxgpk,true
uqdirkzhio,osryuqdnrwdihizk,true
pvtedlrqqntjecmri,eldmrprpjenqtjtqdvc,false
zwlynnczpsbxn,prnzswxalnybcnz,true
sqf,qqsf,true
cizkklup,lkczpu,false
lz,zl,true
kr,tntrjwzkctdzkksvzvm,true
fmapbbjsrxv,pvrbmf,false
upcwxs,wpcxsuc,true
bc,b,false
pmwsitevjjt,qwtwevjtipsmj,true
ano,xvnaob,true
rvqsaibrtdnaps,snsrbitapradvq,true
dhobfywq,rrznalhqfodywtbj,true
trf,krofpmftw,true
hlzjbzfkffykcx,qcflnffbkzzxkj,false
hcrtqxjatf,qcf,false
konrqdvuufqslafvd,vfkjodqnvslfapduqvr,false
thn,kijxfsghpfrjtzblcnj,true
wcstbkjpdlukb,uctdwbjkklpbkt,false
b,pocxkhbhy,true
ereq,efkvrq,false
z,joxz,true
xrc,dxcrt,true
ootbxrosbynq,nqboftrtjoslbsoxy,true
oanyzx,a,false
fgr,noogifvriozbbnh,true
dt,std,true
xetktno,t,false
viftjr,ivzxvajfbtj,false
u,ycjzbuds,true
izme,wnlioofilwlzeh,false
cfscq,ficfsxsirqcjyb,true
cxinqp,kciykxlqjpwn,true
kekvkcfkflgvetfvjsao,fafkeatgvegevkq,false
jwpioamqtulgxvg,eguqwxvozlgipatm,false
l,ypl,true
fwvrontrtjceiat,tceivnjmurawfgrwi,false
oijyrena,fzadipejyirnxo,true
jk,kaozxrdvmjs,true
cnnpyipojzl,jzlyionc,false
iutduemkvhvqw,tlvdmjeiuw,false
dtlqdkaeze,dtqeegzaadlqkam,true
knstsdjiow,sstjdsnvnbibziyowz,false
m,rutmb,true
n,n,true
qxwvjzeotu,qztfjbwloxvvgklnect,false
d,d,true
l,gemzl,true
df,fddp,true
fzszsigwl,wzfgsyslz,false
udhitmzdiefhvmccz,iuzdtevq,false
yhrzjiizenswmvthv,rgijwnivysimvtzzeh,false
dw,wd,true
y,yfz,true
esweppqretdq,spepqektdqwy,false
zuszb,bjpuwszzo,true
eva,etewiivfealij,true
iofnjzibnqtz,nbfzinzgtqjoj,false
dgtgzah,wnhsrnjaxdtizggktz,true
meucvr,mcrveu,true
z,gzr,true
ssy,ssyyc,true
dkwjxivo,kddigaacoviwikfx,false
nc,muuofuyn,false
gu,pptsvgtrcvsqll,false
ns,nns,true
ndoygbji,yodgb,false
cmetxhlu,hxxeujmtlc,true
adc,mcdazejubmovdbs,true
gfeldgs,gsgfled,true
zo,zo,true
vzetfgsvreulifgnwmdc,dvfzgwecfveiztmlrsug,false
mlvyj,mleyvj,true
qn,qn,true
ga,azwg,true
fl,afl,true
yzk,wxasjxkzim,false
veiggjznmzlg,lxymkvmbezjglriqgl,false
iwhhqwxaaagim,xgahawiamaqhw,false
ffw,qbkffwwit,true
xynkkhlebu,klu,false
gqfdreamr,nqmaejafrgmcdfbjfry,true
pjljmgqcx,gqjxiljp,false
ehewgsnioickwjlna,dwknv,false
agour,wgerianqmoaux,true
nptfipfqqbxlj,ltpxnuiqjbgsfpqitrmr,false
mqxgmtnhp,fgkpdtnocohmmwq,false
inttz,knyixoyeqpjtt,false
em,leqim,true
bon,oxcbkrenoqybdbfsozb,true
yibc,clyebw,false
lv,obzmlvehbkk,true
qjpmxn,xnmpkjtjlqrag,true
q,q,true
k,pkrjkyshagmza,true
hkph,rhkhipsh,true
fyqvjeerfzupsinzcs,puvsz,false
fiqumieawced,cudqmilfdwneaii,false
ix,pixe,true
l,zrl,true
tmfjwoyckqgco,gqmf,false
vywpv,gihpzfzdywwvivkgpu,true
udoif,qpumfofipzinhhfba,false
mziurnslwy,iznumw,false
dkahachoo,hnoncha,false
xsprhcgwkrztn,nrhz,false
won,nnkxxewb,false
wlbooezcry,clozobcyew,false
wftlnph,plnwthf,true
bhpmbc,bhcbpm,true
qodhvpaveymrf,rydxvpfjhmjbvoydqav,false
omkwlzjfrlhz,zhlzokmflrjw,true
sqirblmzcq,cib,false
klapp,akpuwltlyjnbdp,true
r,r,true
pxofnna,apn,false
bskjhpqrow,jrhsqswbjnp,false
gcrdhxnne,ndnerhxogdxzoc,true
mxmuxau,bmxffaumxpuwa,true
tfjnxl,njtxfgjlz,true
qrayoloh,izoourqfzholahwy,true
k,hk,true
ykl,rnvqifpslynkvmud,true
zampdhzytdmqvxsf,tvadmqzmxzynjsxfdhwp,true
dulmpx,szvmdhqldupxqyf,true
w,w,true
bzgark,gaobktpbkojgtjxrzc,true
dx,dx,true
ujtmtricziwlibvit,ulicizwbriitttvjpm,true
kuivp,vzkzioucrpiyjs,true
usuvm,fvumsawuz,true
psjcwgnnplzmyvu,imwyscjgvjpzlunn,false
vaw,vxdjvawwr,true
frcibzaqwac,uwzfcicanbdqcgn,false
h,docaqhmuvmt,true
gb,ughkqlzccb,true
mtpbakehzkugtoasrtmc,mhpsaxkukagtetmorbcz,false
ibmna,nzmai,false
vwtsb,xtsovbkw,true
ixcgiyferwbrcgdcpx,dccrrgcbfigywpxxfi,false
bdvcvl,vctv,false
j,fnzmvezdjzdipjufljm,true
c,loic,true
jmc,mcj,true
cmd,dcmh,true
fazlass,asrhfszbaklzjl,true
wiksrytti,kwrviitxmktrssyy,true
hdnkavphc,pvagphnhnvdkcck,true
u,luid,true
kzu,jukez,true
bzkfckshckrvdewzxdsu,xdsscwzfrkzk,false
u,ubfyusp,true
xkjrgsrtxgvv,dwrxkvjrgstxqg,false
kplhxjktjmppjz,xtzmjxxqkhpxppgijkz,false
gvfegkihm,limgekaifgulw,false
j,jgcr,true
ngaxmtjwcb,x,false
ftjqgqblhvaxsc,pfllqqtgajcphqsrv,false
o,yymxooysyuysrh,true
wsgcywwkpo,ywcwoskwg,false
u,uiwp,true
yblq,hyq,false
rftgsvhqb,brmhsfwvqtb,false
pdrijxfrkwdgexdqmysc,sdrdyewxkdgjfrmpcqiv,false
u,hcunzwneuylyvhipsyvh,true
tuc,czchztnckyu,true
qpodhn,uqscojvhpd,false
pzlixausw,hakoamalkvwipxzsvu,true
kvwqoqco,kcqoowqv,true
wktdz,dknltbsnwzaa,true
uesgagj,tiseagufjg,true
ukiwaqrvalfgifsw,axkkriluwasvgfiq,false
yyyotbdhvadikyjqztzy,tqkbyvyztyo,false
qxjfphfrekhlhu,gqhjfhexrulpfh,false
lwoyq,ylaowd,false
qzvqxgbqjifyxvvhq,jiqvxcfhqgvbvxjyz,false
ndlqwzpxizrnylek,inziukdlniqxwnchplrz,false
vd,mrxgkgvlqdzsaktzuka,true
zomlvwoakoolsntj,aovmk,false
p,p,true
y,etfdiagtcwyxienotev,true
yogwouewcezzv,eyucqwowzzglzie,false
mfwhkq,fkwmedwhnqqm,true
es,ess,true
ifsvehyojvwcymhmspe,vhmomiewvpc,false
kwaexqt,extqackw,true
zrpgtdykkgixw,gyrzipywfgutrfkg,false
e,e,true
s,qisvxvlp,true
nzh,nzyh,true
vrrgbdopkz,gopdjrvkrbvz,true
yzme,zjg,false
oihxrfzsqehtnmpcz,piozq,false
vsyqbppjrsenx,ernsgjpjvcgbxqttysnd,false
pnaz,azvnpp,true
z,qijdgazqpr,true
k,urmkauwqwdyddsvzgfuc,true
mkgyxt,pqtbgpmmxgyhqad,false
qb,bqj,true
mcbxrpigqrw,ibzqwrcxpmrk,false
p,qlijprqoz,true
caoikx,ooavckyxvumogrclpuc,false
vdhrwskxek,tlxedqshr,false
hjaizjky,zheiljjay,false
a,vedifpokwvfacypn,true
mxitnzhatfruhoyibhz,szitr,false
k,lzyvrghylrf,false
cngvk,nvgkgjc,true
gl,ngvlurqvk,true
qjaj,ejacjg,false
nxjlvycowkyhxftd,nvjfitrcxwxkdyloyhy,true
zun,gu,false
q,xjcqcriwfetefi,true
yhzqpsgguvskwrg,wg,false
hlvsd,lsvphd,true
sirpacioccughxzmwd,shwczrtuiiudcacxm,false
pxc,eepcx,true
lggz,rpzlgg,true
vwidzpvdlund,lv,false
nrcrb,cyidrqnaukqrbnl,true
iacgkdou,cuodjkaicg,true
htwqloyqxxizv,vlqxki,false
ypc,pihvryqqmeclgczzs,true
vgfq,vkfq,false
hhsrh,h,false
yg,gyw,true
sdvcsftnqzt,tczvsvdsckqf,false
tfa,fta,true
rjjelvwsnxsilfaa,ujsnlnxfavjslwixrpej,false
rkmws,mkw,false
hcmcr,cuqmrc,false
ofwmquh,shhfquqmodwy,true
ddri,rbdxzwlbfpmetvd,false
qoediusyy,jdyoueyqs,false
bmlc,lamvdctmrrjsojccloi,false
x,rtsvcx,true
pmizrbdorpmzhupemwqi,dpphbzrozmme,false
x,x,true
csnlegex,tlehlnswxkciclseus,false
azwwlozsgtxwhcu,aw,false
jkldlqjlq,elwdkwfjocqgqwgll,false
hqufitkxcstco,ohsqytkxmizctuscf,true
s,s,true
hgjfdgquljtsskvb,jhlbjqf,false
ag,a,false
gpnrchhg,hgprjhrmncceg,true
f,fu,true
xatpwuu,unawvutpx,true
u,x,false
sbh,hkmclhdbnmppor,false
gwrvilfnlkcojolpwxnq,gkwllpqnlopcnxi,false
lj,grljank,true
coassrglxxdpexi,cxaornpegixssx,false
plysogj,nlwcypusgcojm,true
od,uyodceyadnrdsx,true
qspcxs,ecowaxpslqs,true
pwnzbnm,wpvnpdnmbizti,true
rjigaqnuxsdqbgswsfl,daxlsbqigsrsufonqgw,false
wvdlyli,uigllddw,false
bz,uhfyqrlbadga,false
o,po,true
gfktbvujyvyhzjph,tvkuzghjgpyyujhvbeef,true
o,soiuexrn,true
yvkqfq,qozlyaqvkqsf,true
yve,vm,false
mndeooq,xinsmetexnod,false
hxnrzfszbboqekebddhm,qfrhe,false
zfioehsex,feaihzsoxea,true
famrdu,mdfurvaf,true
xaipsvjqtoptcp,iepmpxqapovtcibrt,false
edmxlpbjjtmc,mdjxltbjexpcmm,true
iufostrsssijscb,euitjfsoibcrsss,false
zakonaho,hutaq,false
vpvdcfrqj,crpvisxqdpwl,false
bfew,fufcxbevywnrb,true
njempbbi,bnbmjeitqpy,true
q,cnu,false
nsbftj,xigvtqscufoyfjudpnbd,true
z,doew,false
j,j,true
ck,kfnduixpubm,false
vrxcjvrq,mcxjrqvr,false
qwrly,qlynxwaxwrq,true
agmgavaoikgfc,iuaaofvjksgvaqbmnriy,false
w,w,true
etjsbjizyixs,sezj,false
kg,gkwntl,true
gofp,spfoswuv,false
mni,mitn,true
w,w,true
zultqx,ufwjahtrydtxxtxlmwql,false
kozihoughdctubmwn,dgzwcnotokhupcbmsiuh,true
tmxlqbnw,mw,false
jo,oj,true
ebljzaltinlhk,lhitabknelzml,false
ciescx,ccxsei,true
rkkmpx,rk,false
absyxe,obxzczoeya,false
k,djdborimtjboauhokvz,true
ry,niofyrzll,true
wxmfswjsqwamoqdmpip,maofxodjwojpqpmmviw,false
pcybepx,eecuvbxyp,false
abrvo,rbrvbhbaoi,true
mq,qmbd,true
uk,kuhkdt,true
gc,hyuvcvuygso,true
ofgnswsniffpos,fwopffignnosss,true
hoqu,pqmlhoy,false
wlcidyicae,mdinnyilycdcewl,false
azrybekmoj,jrkaeofbmynz,true
eqpvube,dteamkmprnrxsveunq,false
cnoy,cenov,false
ktcmwexpovwlhli,pcxiwmllkevtwho,true
ipnsvgmrdt,dvn,false
et,et,true
oxlsyln,lyozlxnvmsnt,true
q,aqpdro,true
slyjowg,gwlsjyo,true
fxphuvsgt,kxyvftspuhg,true
qjradsqrvpdo,rdrdjpvoqsqfn,false
naf,nax,false
nykbziknwbx,kb,false
me,me,true
cohdpjovrfaiudyjr,pufovjdjoyirdah,false
qotmzcarscelcin,ecncticqwexqzrzal,false
kjzwdtfbj,ztwkbkydj,false
wkkxvqyyaxts,yqfttcvsxbfxkwyk,false
gwftxwi,ikttlhexofwwg,true
pjczkfalac,lcvzacaazhjflp,false
zluntz,yrzunlhtsz,true
gwlqnjhkdb,wekyldnvlvtxhgfjtdq,false
vwkmpprvjb,fhkbpjzwvbkrpmv,true
ptmrumnjpmfbav,mzbptfjnmamuvr,false
qrw,mfazqwrvn,true
udsg,zodumgsesjb,true
vjc,uvcg,false
bvjweydn,hvwdghnjyncdkbkw,false
r,r,true
jpxlneunljcoph,lnpspwevcjtalotexhj,false
v,vcsjac,true
nj,bvonjhvlrpkjra,true
rbsfshrsptevff,stffmkbpssv,false
czvbrkkbzysjczu,bczvryxjkhzcwzhukoy,false
fxiervb,ivxuofthmengemran,false
jwgjdvrgb,jbvggdwjr,true
unq,rpl,false
aouy,ooafqmyfufex,true
slieqacmtuem,iumqmlcrmsqteaegc,true
u,u,true
ciivcuwxb,bxuvhrpcdikoxpcvirw,true
wag,rgslyaw,true
adxiuvfrcptelx,xrlukvdxfcieaqxtula,false
wmegfu,umftweqgpppsy,true
thpk,hgtkep,true
er,ieyrs,true
imcnpuifupk,pfhenmciqnfun,false
ubbxyz,zbkrxfyjcuhy,false
zdkfxmzjlb,kfblvdzzvjmz,false
tcprlm,cliplmrt,true
lofs,vfuycrjsusgpcoelwu,true
umbfpykpiyeex,payfmkbeepyixu,true
stv,gsvlqt,true
mxsa,casnalewxjvxllv,false
fwacnmzcoi,msjczgcfonitmwxa,true
h,h,true
pgao,ga,false
kaso,ks,false
c,lppnc,true
szn,kszbzwywyn,true
vpc,nsgnvubsimcbpwvvr,true
qxtlyc,crqytl,false
bqudvw,qwb,false
xqjoqggkgckufkegq,fqgqcuqkkxekgojglq,false
xdrrzgaopuvjapgljwok,jxduwzrgjlaopkao,false
rankodjnutsgsrdjrmug,r,false
xlc,xlc,true
y,l,false
wdn,nzwnd,true
cqkepvl,jkpvcleq,true
rwflqu,l,false
rahon,q,false
c,grcujat,true
kkq,kkiyplqfex,true
tvsqcjgo,ojzwtscqrgv,true
tzf,nqrjptnbf,false
lmnzsd,anzldm,false
ak,gaiakk,true
jqepmy,qpmejy,true
giepcxjn,noxiiqkjlgkzpxeq,false
wqg,eitywryqudgnv,true
fktqjjiadgc,njgotafjgzdqc,false
fdwln,f,false
vyf,cyaffdevfz,true
vvsdmdq,sm,false
g,gsrr,true
scmjqenehvthu,tmee,false
pr,por,true
h,h,true
xwzmjyxzlvdrui,dvuyjxlzwrxizmz,true
z,e,false
prwgacxxqmnvmrhrw,rnpngqxxvcmrps,false
gsl,lqosgv,true
ha,tqrzuyal,false
ezuxatnx,ngucxesfaxthz,true
u,u,true
ekrpaltzfq,lpapf,false
qsz,sjqz,true
du,dm,false
mtoxkwinwpgqjvjiq,qjidoxtmnqvwgfispjzw,false
szbjmpghjnhow,jipohjzfsmbwn,false
oh,pbyytskvvyjxooikhu,true
iugfpq,p,false
wxdv,vdxzw,true
ayvaopbm,myao,false
zi,zizc,true
yqlzda,ojnlzhaxyqdl,true
tjqivnjmsxhea,zlzsxvmqeurajnbiafh,false
bhisltmkbu,tibsh,false
jdzrz,htmzgdzjaykrqw,true
zjs,euskjjjcoggswjw,false
u,ue,true
qyv,qy,false
yrnrqkmmfokyfrji,mkykjqr,false
nrybguvjyhsrqc,iuhgvqbyvr,false
fguiicxscnl,iugitjldsvfcxlanz,false
zvlehujxhaaod,zaudxwejpvkajhje,false
ttqsijw,ti,false
n,stvlthanonaa,true
gychncdajux,caxhjlvodcnyu,false
p,lxmytpdknbptq,true
yuib,nyanurvxilb,true
nxc,wawxcnn,true
oibheuluvzarabv,bbiozao,false
f,f,true
rfehesac,ecshatfr,false
wnbh,enwhb,true
xcgri,igcjfqxbpuaxf,false
mb,urrjfmhambjkroesw,true
qvsmupvjdostgzv,suvxrdgtfocavsjamypv,false
ndgtm,ftndg,false
zpm,mzp,true
saooagkdsyeaivbvqb,gajeybokaaiassqvbd,false
hnwkrupnx,rbquuhunwnrpmkx,true
cvkjekbg,bkveegkdjpcdvy,true
yerxaympruqqxb,a,false
b,ub,true
afoiqstvtotg,tcnatroaivblttfgqso,true
dyyodrajnyhhsymlwp,yyypynjwhliahdrdosm,true
z,sbzotddgyszgv,true
k,hplkwmwnh,true
dzllqdcbi,culib,false
lr,rlc,true
esnfjbxohpss,bspbvjfysoxozse,false
vblvmwrlcbmbue,bvollrzeirluybvjmmvb,false
a,aeoanztxwrnrxngrw,true
mbqmobxpbxn,b,false
ii,ciinwmiqayocmgmtctlx,true
l,ymtwl,true
fpuklblnb,jmbnfsupbcmlk,false
crymkisqodoy,dsmoqircok,false
nvota,tonv,false
prlmhsiyqiyd,idaqlrifykyp,false
grmvll,gvlgrij,false
mgigcboqjazh,oatkbidpggjhczqlfif,false
uuqouy,uoyug,false
gdabok,oosykbwxdjgc,false
kteu,uqrwuuetkbdkg,true
spux,uxymqodiposbyiay,true
yduowy,ayoopydikygimbmekox,false
kxcocifo,qbcwfoiocx,false
dchhpnhwbzkjfy,yswhnwphhjfzkncf,false
eagljstdna,wgqcaldjatevmcn,false
tfyvspcbcauobl,tlufabyso,false
z,z,true
piebeq,bpeeqix,true
yu,py,false
ju,bzqlosmjahul,true
lvwyctsayf,tgyyfa,false
dmhy,iaxmchifdraha,false
qgjaguq,ggauqjq,true
eval,jehltdb,false
yzz,zzhzyfby,true
knbu,kbun,true
g,ivzqzkhmcgmoudvzsg,true
frjhipkcinsl,flyccbchinktrs,false
k,uktx,true
ljb,zjlzb,true
oyaumperh,ey,false
whlsksedavakqq,hhqkedaqvsalws,false
a,zjra,true
abg,agb,true
atrqveioya,lrsaogvitstqyhvav,false
ktfaoc,tc,false
rcybtpcpnqqjtxbnd,ctnkcywfqdrpj,false
ztq,zqqtw,true
qthabf,fqblatch,true
nujglekpprethxq,xwejjprgqunlhpke,false
idbnpdh,ibpddnh,true
vu,dsv,false
dbsmlxvpq,smlqpsdtvxbsqb,true
z,zrkh,true
dwajkkej,beawdkjjv,false
nc,jkmqannincrwubj,true
ytcktrx,pqtycqddukxtphvwyrk,true
txeo,kex,false
lpisalnw,pelwisal,false
g,gw,true
u,ubiwhaxpnd,true
rtkhgpisboyfajcka,t,false
rsxfbkbcosnctfsh,htfs,false
l,luq,true
xerdlxwyvhoppdhm,mdd,false
ityq,ejblfebyeljeuq,false
i,i,true
m,md,true
wrtkriivjabe,mwrerimialryubkjwv,false
rja,eafj,false
hdnmlqew,djwfgmqxetwhjlnphtld,true
t,bptgkt,true
bmqeypgtrexl,hqaybtfwergluepgcxjl,false
qtpqxvxy,tjpxvqx,false
su,sug,true
uhpkfe,hkpfur,false
wrceqj,cqrjcew,true
oonueyjt,zeruygonhedgeojsaoz,false
bwkrlihcm,lcirkbmlhwp,true
yx,y,false
eebrmvqxvdw,eemdwxbrqvv,true
rs,ornlkrjrsncekw,true
e,eq,true
llsxszkxqnf,whlloocsxzqkqbnllxfq,false
zbjbcaggcqhteeif,irebgvtfezaicbiqhgc,false
nj,n,false
zgse,gxrzpraev,false
vtbmadtkgsfcs,svtgjkfstahkvmdbea,false
snowhylxgvkay,taxowyglonhkvys,true
