train_input_1,train_output_1
'Hxdq(LAqCUji{B>#sTi,'HHxxddqq(LLAAqqCCUUjjii{BB>#ssTTii
}G:E!lD,}GG:EE!!!llDD
QwIQ) 9y$,QQwwIIQQ) 9yy$
"O!=D
 \	d12}","OO!!!=DD
 \	dd12}"
"~J4,P,|T","~JJ4,PP,|TT"
en>*-~!=#}KwC?o,eenn>*-~!!!=#}KKwwCC?oo
"VpjH:0bbtAE6,F;5bY","VVppjjHH:0bbbbttAAEE6,FF;5bbYY"
"&t!z}|%T9w*,XDvS]gFf","&tt!!!zz}|%TT9ww*,XXDDvvSS]ggFFff"
@\?e?Ua+T,@\?ee?UUaa+TT
8eeW~;.wWpS^:pg/,8eeeeWW~;.wwWWppSS^:ppgg/
TxH!	+1iZhmE,TTxxHH!!!	+1iiZZhhmmEE
kUKpy,kkUUKKppyy
"m%F?/12=8=VoUC
w|!,$","mm%FF?/12=8=VVooUUCC
ww|!!!,$"
p__3(,pp__3(
U$7drMiE=RJd>>,UU$7ddrrMMiiEE=RRJJdd>>
"q($<UD6/bIm*h""}","qq($<UUDD6/bbIImm*hh""}"
"!\,S","!!!\,SS"
;2IEr2Qx!<;w`%,;2IIEErr2QQxx!!!<;ww`%
j	&^#&`//hf,jj	&^#&`//hhff
"_7LiBF TYj)	+,Pf(F","_7LLiiBBFF TTYYjj)	+,PPff(FF"
*HuN,*HHuuNN
"q'lS"".pnI8):/	Ln]","qq'llSS"".ppnnII8):/	LLnn]"
F$1MOMGOKHjLFTujR_mu,FF$1MMOOMMGGOOKKHHjjLLFFTTuujjRR_mmuu
-s}`Hp]cy7|V]WmyBDB,-ss}`HHpp]ccyy7|VV]WWmmyyBBDDBB
Myo0z~],MMyyoo0zz~]
$%2$rttejsi_:uS,$%2$rrtttteejjssii_:uuSS
@$T,@$TT
:,:
GjlVGG7k rb%,GGjjllVVGGGG7kk rrbb%
SV*v#@PQr[_@TRG,SSVV*vv#@PPQQrr[_@TTRRGG
e`guRR{c0	,ee`gguuRRRR{cc0	
"T/'t&z.l7CK	dZ@9S!6""","TT/'tt&zz.ll7CCKK	ddZZ@9SS!!!6"""
|?CyV@,|?CCyyVV@
"->p3
","->pp3
"
>{;`,>{;`
vUPBQM',vvUUPPBBQQMM'
"e)!NZHF&""W[","ee)!!!NNZZHHFF&""WW["
wW*4rV5pged,wwWW*4rrVV5ppggeedd
PptZ@9'g-3Lt=w,PPppttZZ@9'gg-3LLtt=ww
"`[2"":nL87)/.}XWx","`[2"":nnLL87)/.}XXWWxx"
]'j=DsT|r;,]'jj=DDssTT|rr;
})/,})/
"u0Pgca
YZuUzGCb@5T","uu0PPggccaa
YYZZuuUUzzGGCCbb@5TT"
]vC9|,]vvCC9|
~btuZ8Z]S`9 L,~bbttuuZZ8ZZ]SS`9 LL
c`,cc`
mPQW$+8xc}VX,mmPPQQWW$+8xxcc}VVXX
})~TR,})~TTRR
6@NzKK'\B3*,6@NNzzKKKK'\BB3*
Xsqk{ ,XXssqqkk{ 
tO'>%c&DJ,ttOO'>%cc&DDJJ
O0e,OO0ee
ZW2U{c@,ZZWW2UU{cc@
v+546&YQbb*Y@.R+*},vv+546&YYQQbbbb*YY@.RR+*}
nF.&hQvMe/>\1m8lV,nnFF.&hhQQvvMMee/>\1mm8llVV
"Zq),ZL.)Cx+r","ZZqq),ZZLL.)CCxx+rr"
o,oo
_31:]<)fR=;/xoKd,_31:]<)ffRR=;/xxooKKdd
7~&wpJoCG,7~&wwppJJooCCGG
Na,NNaa
lZ~,llZZ~
	O_HEn;|HZaaO_5g,	OO_HHEEnn;|HHZZaaaaOO_5gg
*GD^@$h}m@,*GGDD^@$hh}mm@
 11L.PkQQ$:q.f6;/&0, 11LL.PPkkQQQQ$:qq.ff6;/&0
3s+'y#WqoQavS,3ss+'yy#WWqqooQQaavvSS
TdSr,TTddSSrr
"yP
&e$vO`V,^m.` ","yyPP
&ee$vvOO`VV,^mm.` "
	W_?!r&6,	WW_?!!!rr&6
x]PbnCS]<,xx]PPbbnnCCSS]<
"8TcR}	#) bpALU
","8TTccRR}	#) bbppAALLUU
"
Q$eTMMQ{yNHVe&#NSL,QQ$eeTTMMMMQQ{yyNNHHVVee&#NNSSLL
D	N,DD	NN
"9ns""Knnk1!y[Q","9nnss""KKnnnnkk1!!!yy[QQ"
l6M~P{)~n,ll6MM~PP{)~nn
"Pzl%R>	Vm$
IW,","PPzzll%RR>	VVmm$
IIWW,"
".cc^.Ys,]P",".cccc^.YYss,]PP"
3CCHo$A6BU2x6y,3CCCCHHoo$AA6BBUU2xx6yy
"LTJS0
UNXg8","LLTTJJSS0
UUNNXXgg8"
"p~IE
@f2{
","pp~IIEE
@ff2{
"
-5_D,-5_DD
"Uf-LrUhx*y
+-A_GG*?","UUff-LLrrUUhhxx*yy
+-AA_GGGG*?"
"
stk=JR-T1","
ssttkk=JJRR-TT1"
$?t*7rT@0,$?tt*7rrTT@0
"o^_|w
","oo^_|ww
"
D#1,DD#1
7(h.Egp7x(m2k|wj`#wz,7(hh.EEggpp7xx(mm2kk|wwjj`#wwzz
"v'/A
tty@Y(MDJ?","vv'/AA
ttttyy@YY(MMDDJJ?"
O-DIx@,OO-DDIIxx@
%dSa^Yc9/,%ddSSaa^YYcc9/
7mkA#,7mmkkAA#
u$n3@]m5ee#iIzD(\,uu$nn3@]mm5eeee#iiIIzzDD(\
#KfA:\FNe(KtA(g>O,#KKffAA:\FFNNee(KKttAA(gg>OO
"_%A%Y&yjO ,BMq","_%AA%YY&yyjjOO ,BBMMqq"
::)^`#+`|g<n,::)^`#+`|gg<nn
&Vc/totzAf,&VVcc/ttoottzzAAff
jB`ge)Mo5},jjBB`ggee)MMoo5}
xz{x%exbxle-I=:,xxzz{xx%eexxbbxxllee-II=:
";7}\vbz

p<jrX]7h",";7}\vvbbzz

pp<jjrrXX]7hh"
">'(y,",">'(yy,"
Z0(fIu1B40IN+h,ZZ0(ffIIuu1BB40IINN+hh
"LHjz~""|w!
G I{:~Vv""","LLHHjjzz~""|ww!!!
GG II{:~VVvv"""
oN|Xl)UA;]TXy\zzn,ooNN|XXll)UUAA;]TTXXyy\zzzznn
	^T_Q,	^TT_QQ
DU,DDUU
"Kh'=V)~""	O""","KKhh'=VV)~""	OO"""
"@
.s8Ux{`R=Ae4Y1<","@
.ss8UUxx{`RR=AAee4YY1<"
"qyMA!,","qqyyMMAA!!!,"
*D''[,*DD''[
QL&a}8,QQLL&aa}8
yjCg,yyjjCCgg
"ScaEi3t|
^8zTU?2
U","SSccaaEEii3tt|
^8zzTTUU?2
UU"
"z`+}~v*`|!HL
&","zz`+}~vv*`|!!!HHLL
&"
{XP,{XXPP
s|Anu@Iu:q,ss|AAnnuu@IIuu:qq
zg3B(-:uh*)_B^!3+I,zzgg3BB(-:uuhh*)_BB^!!!3+II
=Il-CJTF,=IIll-CCJJTTFF
XL3`_I,XXLL3`_II
)z *4-(U<y:FF$Y,)zz *4-(UU<yy:FFFF$YY
_Egpr3e2uvxr,_EEggpprr3ee2uuvvxxrr
>9,>9
FWe,FFWWee
 t5j~FI0&{g!H#!tM1, tt5jj~FFII0&{gg!!!HH#!!!ttMM1
"
QvXBKDS;zOU","
QQvvXXBBKKDDSS;zzOOUU"
?h	<aA8`J zj(p	.]!b,?hh	<aaAA8`JJ zzjj(pp	.]!!!bb
+,+
ec8q}*YW`&0k,eecc8qq}*YYWW`&0kk
W29,WW29
]&O\M7f,]&OO\MM7ff
"t@R2m2W
:Lgi$83c","tt@RR2mm2WW
:LLggii$83cc"
;3;&n7ZD,;3;&nn7ZZDD
Zd+,ZZdd+
0AX|UZwk,0AAXX|UUZZwwkk
" T;Z2{v6'&\""t> =CS"," TT;ZZ2{vv6'&\""tt> =CCSS"
"FF*_jMs2[,","FFFF*_jjMMss2[,"
qa	d;S(<~zxbo4Q,qqaa	dd;SS(<~zzxxbboo4QQ
ghB$/[M$u,gghhBB$/[MM$uu
"6&""nr
Q~Ap0XM""V7Q","6&""nnrr
QQ~AApp0XXMM""VV7QQ"
>,>
AID\'hS+O7Q d,AAIIDD\'hhSS+OO7QQ dd
Ph#M).DA9:gB@1rU,PPhh#MM).DDAA9:ggBB@1rrUU
Fi{'YPM}zl|ZOg4o7k,FFii{'YYPPMM}zzll|ZZOOgg4oo7kk
?%uuR}iy'	9zfwXrD	Q,?%uuuuRR}iiyy'	9zzffwwXXrrDD	QQ
U*v@v:8e,UU*vv@vv:8ee
8h+)vN\N qx_i^'!S3S,8hh+)vvNN\NN qqxx_ii^'!!!SS3SS
"4D,Nreh(Ca7>","4DD,NNrreehh(CCaa7>"
76:\,76:\
tf^K&.ByS@w,ttff^KK&.BByySS@ww
./RT],./RRTT]
9p\W#7O?/9tJ,9pp\WW#7OO?/9ttJJ
cVG@~4SCo/)=?,ccVVGG@~4SSCCoo/)=?
"Tk>
O!g_y^T0","TTkk>
OO!!!gg_yy^TT0"
Qb@Hzi2,QQbb@HHzzii2
",3M!,>yH 
lrk/9:CQE",",3MM!!!,>yyHH 
llrrkk/9:CCQQEE"
+iluD,+iilluuDD
w\IzUzGQCUx6{pVv,ww\IIzzUUzzGGQQCCUUxx6{ppVVvv
.BcLbp-|&Y,.BBccLLbbpp-|&YY
|),|)
"!""X[/%mN","!!!""XX[/%mmNN"
"G%-""(*-IOrh7Zb;<|","GG%-""(*-IIOOrrhh7ZZbb;<|"
H{{`?/<8jb3>*m*4J,HH{{`?/<8jjbb3>*mm*4JJ
JsPcVE3B4w	$1%HLH%0,JJssPPccVVEE3BB4ww	$1%HHLLHH%0
Py,PPyy
".-Fm~O+%'AQ""Au$m6m'G",".-FFmm~OO+%'AAQQ""AAuu$mm6mm'GG"
"!E]L,","!!!EE]LL,"
Vw#1-w,VVww#1-ww
"q
2(}I@&^JZ","qq
2(}II@&^JJZZ"
a[XR,aa[XXRR
0(rwRZfKNxM,0(rrwwRRZZffKKNNxxMM
"2E}bJ%""joiqtqJwMm","2EE}bbJJ%""jjooiiqqttqqJJwwMMmm"
-,-
"HVn`UF<O$H4)0CO,&qc","HHVVnn`UUFF<OO$HH4)0CCOO,&qqcc"
)(#^)A39zt,)(#^)AA39zztt
Ca*?x|-7,CCaa*?xx|-7
iEJ,iiEEJJ
rQO[	Z'aP7,rrQQOO[	ZZ'aaPP7
"^W8
KS[g","^WW8
KKSS[gg"
"s+5Zne9<
|	V%T""11","ss+5ZZnnee9<
|	VV%TT""11"
bR^&7	 -C,bbRR^&7	 -CC
`9vxbLW,`9vvxxbbLLWW
!#'3LR\rdg(rI]11wQ,!!!#'3LLRR\rrddgg(rrII]11wwQQ
"yGq
>IRb74@ Cyli	","yyGGqq
>IIRRbb74@ CCyyllii	"
"d-DP A`e""=c3;oHKq5rv","dd-DDPP AA`ee""=cc3;ooHHKKqq5rrvv"
"\v~lzWlT{
@r","\vv~llzzWWllTT{
@rr"
jqSZY>hd9Ywb\B6s,jjqqSSZZYY>hhdd9YYwwbb\BB6ss
8'|z	cgB?5AS,8'|zz	ccggBB?5AASS
" @4(t
QcRTt3_q/YBt^"," @4(tt
QQccRRTTtt3_qq/YYBBtt^"
4DN,4DDNN
}]|^,}]|^
"_1'za&DpuI(N7v,Iz59","_1'zzaa&DDppuuII(NN7vv,IIzz59"
	:a,	:aa
E]_,EE]_
"q+""{5D2","qq+""{5DD2"
#;XBw,#;XXBBww
(m it#S,(mm iitt#SS
"AvMo>[9q%OX	j,Do","AAvvMMoo>[9qq%OOXX	jj,DDoo"
a1Nn%Th7k]:AYHmV,aa1NNnn%TThh7kk]:AAYYHHmmVV
9L-T.E!LjYeQtw,9LL-TT.EE!!!LLjjYYeeQQttww
"QPoyH
i]9q1|B","QQPPooyyHH
ii]9qq1|BB"
",4rjQk]Iw",",4rrjjQQkk]IIww"
lkH&N&80bD4eIS:V'EQE,llkkHH&NN&80bbDD4eeIISS:VV'EEQQEE
"g=T3z2l4a!""J)","gg=TT3zz2ll4aa!!!""JJ)"
"h-&&',QP","hh-&&',QQPP"
"#Syq,o","#SSyyqq,oo"
:;Dn.MVrmC(,:;DDnn.MMVVrrmmCC(
&^.pB|F,&^.ppBB|FF
yQRZd.3x$iE,yyQQRRZZdd.3xx$iiEE
NnD6GGLi%,NNnnDD6GGGGLLii%
x:^IiL,xx:^IIiiLL
?yns)5$?3&[`i&S I|x,?yynnss)5$?3&[`ii&SS II|xx
T\de_~MDpak,TT\ddee_~MMDDppaakk
r{YWDO)i+r2B,rr{YYWWDDOO)ii+rr2BB
"39,tUD{* ?vI419}~nq","39,ttUUDD{* ?vvII419}~nnqq"
"8c!%P!hK)Z""","8cc!!!%PP!!!hhKK)ZZ"""
Hvf^^@O4dn5z#.,HHvvff^^@OO4ddnn5zz#.
n0Oxr_(ghzDRu,nn0OOxxrr_(gghhzzDDRRuu
Kr_V,KKrr_VV
m(s#2U,mm(ss#2UU
o!;7m0ozT r3_I>G,oo!!!;7mm0oozzTT rr3_II>GG
"J~eO'j,RwnbMy}|qk","JJ~eeOO'jj,RRwwnnbbMMyy}|qqkk"
"R`1'K7lzJz8 |P#U}|""x","RR`1'KK7llzzJJzz8 |PP#UU}|""xx"
X.g.hQwh/1SQ>KV'`'ef,XX.gg.hhQQwwhh/1SSQQ>KKVV'`'eeff
CXr,CCXXrr
"C&
P~M}q7~%7/#,o$!","CC&
PP~MM}qq7~%7/#,oo$!!!"
"!Nr%( JAUBJ},BmW',K5","!!!NNrr%( JJAAUUBBJJ},BBmmWW',KK5"
"""/Ze/q!{b_@'
Ad3!i","""/ZZee/qq!!!{bb_@'
AAdd3!!!ii"
pEtn,ppEEttnn
",vJh:M/",",vvJJhh:MM/"
`	T@@4dY9/^'G,`	TT@@4ddYY9/^'GG
MU9dc2$U^DS,MMUU9ddcc2$UU^DDSS
"nre1=qf`1|imOXBF^a""","nnrree1=qqff`1|iimmOOXXBBFF^aa"""
=C,=CC
cC\,ccCC\
vaE_#wr^axZ6e,vvaaEE_#wwrr^aaxxZZ6ee
u0(RR; s8Mznc,uu0(RRRR; ss8MMzznncc
FD#Y]Qv{+%]o{.,FFDD#YY]QQvv{+%]oo{.
=FE$,=FFEE$
Mi`j.A |UOs)e7	0X]|,MMii`jj.AA |UUOOss)ee7	0XX]|
NFAXk;bEan|F,NNFFAAXXkk;bbEEaann|FF
G|jeg FRi4GRZOu,GG|jjeegg FFRRii4GGRRZZOOuu
ou@p9EWRi3j{,oouu@pp9EEWWRRii3jj{
<,<
"h/0)<&&*a[^g-z,p9T.i","hh/0)<&&*aa[^gg-zz,pp9TT.ii"
'<M((>?sI_;#,'<MM((>?ssII_;#
^nXEg2R4,^nnXXEEgg2RR4
"iI/""U\w$eA 1g","iiII/""UU\ww$eeAA 1gg"
-mt; )E99$p	r[,-mmtt; )EE99$pp	rr[
B)[9J)`wD3,BB)[9JJ)`wwDD3
v/>U`6gST*F{1 V,vv/>UU`6ggSSTT*FF{1 VV
"%}0j^)Po,)7&*7^	.","%}0jj^)PPoo,)7&*7^	."
}U,}UU
W+:,WW+:
`noB^,`nnooBB^
T1ia[Dwicl,TT1iiaa[DDwwiiccll
<R?'6>_|<sq_q[/3,<RR?'6>_|<ssqq_qq[/3
"}""` !qf}pkyS","}""` !!!qqff}ppkkyySS"
L4Cga,LL4CCggaa
K,KK
}:%Mjs{F 13ld#Eb+,}:%MMjjss{FF 13lldd#EEbb+
!`0h?QkY_,!!!`0hh?QQkkYY_
"v6I1\#;*$B#WS|8AR
","vv6II1\#;*$BB#WWSS|8AARR
"
d1>FCj4ObsI*vg8tnm,dd1>FFCCjj4OObbssII*vvgg8ttnnmm
Bh~LJj5CBxrB9}wxF	/u,BBhh~LLJJjj5CCBBxxrrBB9}wwxxFF	/uu
0o:U,0oo:UU
y$3,yy$3
h@e;O}4^u<#*{4JRQBc,hh@ee;OO}4^uu<#*{4JJRRQQBBcc
Ubi_ge(2,UUbbii_ggee(2
5mD{7,5mmDD{7
q^>;.cNa:9rv7>,qq^>;.ccNNaa:9rrvv7>
"@|tfwv>K#LG)""7mc","@|ttffwwvv>KK#LLGG)""7mmcc"
52xg?0!4_&Uq,52xxgg?0!!!4_&UUqq
"3kf""MbYmE')@","3kkff""MMbbYYmmEE')@"
-(l|gTH# /h9bQ,-(ll|ggTTHH# /hh9bbQQ
q~X,qq~XX
ZirC8!aoN.KZ,ZZiirrCC8!!!aaooNN.KKZZ
t)44vETd,tt)44vvEETTdd
">
rnH [;,d10@",">
rrnnHH [;,dd10@"
"
J	","
JJ	"
"mO=|
"",v#oY","mmOO=|
"",vv#ooYY"
!Kd+PC}-}`,!!!KKdd+PPCC}-}`
"OACi}u7K]FROd,UT,z9","OOAACCii}uu7KK]FFRROOdd,UUTT,zz9"
[xSuRC,[xxSSuuRRCC
oh,oohh
*p@(.QXw..(:T)HdSiH;,*pp@(.QQXXww..(:TT)HHddSSiiHH;
kg,kkgg
g<zv^^1Gm/:,gg<zzvv^^1GGmm/:
'SgB=afj,'SSggBB=aaffjj
sCK1(;4	;7BLP},ssCCKK1(;4	;7BBLLPP}
GAd1uM,GGAAdd1uuMM
?f,?ff
K	:U`vT;i,KK	:UU`vvTT;ii
95G-b$d,95GG-bb$dd
Vco[!ohJ,VVccoo[!!!oohhJJ
"]uP=tisrQ+2mfz;,u","]uuPP=ttiissrrQQ+2mmffzz;,uu"
"'@?A=$qN""'bpm","'@?AA=$qqNN""'bbppmm"
">1+gudH=0g$)_mx+""1",">1+gguuddHH=0gg$)_mmxx+""1"
*+S,*+SS
5,5
eZwM<*Ydo&p:qS>v,eeZZwwMM<*YYddoo&pp:qqSS>vv
[wzsZ2-]W'-5,[wwzzssZZ2-]WW'-5
','
Yq)Oo({,YYqq)OOoo({
J}&$87bQL,JJ}&$87bbQQLL
jjHLx[@4]Hbkviq,jjjjHHLLxx[@4]HHbbkkvviiqq
6iS	Q_V,6iiSS	QQ_VV
8\>E<,8\>EE<
u,uu
k.MH1e>r|i,kk.MMHH1ee>rr|ii
dBB^jHd,ddBBBB^jjHHdd
bbfm^4T6-5kp,bbbbffmm^4TT6-5kkpp
"/t""R""un3Z&M6vpA0FN","/tt""RR""uunn3ZZ&MM6vvppAA0FFNN"
37:!_a#mBNT=YH/,37:!!!_aa#mmBBNNTT=YYHH/
y;#U#h\)1S,yy;#UU#hh\)1SS
U'N-_,UU'NN-_
CrehvjYBM$lzm%oI`J,CCrreehhvvjjYYBBMM$llzzmm%ooII`JJ
>sr@j]{3dK+y]/,>ssrr@jj]{3ddKK+yy]/
8Vj.Qm/ST,8VVjj.QQmm/SSTT
"Bx:4}|W#0""_}/*\J0k","BBxx:4}|WW#0""_}/*\JJ0kk"
M~>U|d[&,MM~>UU|dd[&
_^87XoVN9VY5c,_^87XXooVVNN9VVYY5cc
u\p@[|Cc4jc,uu\pp@[|CCcc4jjcc
 PD?+~, PPDD?+~
"G}g,urnA1;AVADjMr","GG}gg,uurrnnAA1;AAVVAADDjjMMrr"
"6$""_7:Eho]6=","6$""_7:EEhhoo]6="
kaI<b2t0kKc-V|v!3[Vy,kkaaII<bb2tt0kkKKcc-VV|vv!!!3[VVyy
1_|wo\	D,1_|wwoo\	DD
B51)KnPgX,BB51)KKnnPPggXX
-,-
lX&i,llXX&ii
+QFMP]`:X!.-,+QQFFMMPP]`:XX!!!.-
=#uZ[l!,=#uuZZ[ll!!!
Z_a,ZZ_aa
"xi""Sx,xQ:F","xxii""SSxx,xxQQ:FF"
QTV%K{)@OY%5AE,QQTTVV%KK{)@OOYY%5AAEE
h>4H$SB,hh>4HH$SSBB
};)+UWs9(Vt*,};)+UUWWss9(VVtt*
qX,qqXX
nyf,nnyyff
l4A_)Hn,ll4AA_)HHnn
"K""/w","KK""/ww"
hY,hhYY
}0NQ:P`AkFL,}0NNQQ:PP`AAkkFFLL
"1S[I\oP
[","1SS[II\ooPP
["
3&P<n,3&PP<nn
2*fGB8l`,2*ffGGBB8ll`
"YXe""H","YYXXee""HH"
!-*$BcV f8YJ'I8P[&	I,!!!-*$BBccVV ff8YYJJ'II8PP[&	II
/P|vKor,/PP|vvKKoorr
yz]ywaC{qWv`,yyzz]yywwaaCC{qqWWvv`
"
JpWv>y_z","
JJppWWvv>yy_zz"
<81~e5=o#p+LB9Ks(7$k,<81~ee5=oo#pp+LLBB9KKss(7$kk
bRVsE&{9e$*Zj,bbRRVVssEE&{9ee$*ZZjj
ScX3-ToDUh|l,SSccXX3-TTooDDUUhh|ll
".vn}caoFk>DLkDGJm""	`",".vvnn}ccaaooFFkk>DDLLkkDDGGJJmm""	`"
>3\HhK .,>3\HHhhKK .
LyWr(_6+e9N}=,LLyyWWrr(_6+ee9NN}=
@MS=nCPc^zE~%B)@k,@MMSS=nnCCPPcc^zzEE~%BB)@kk
9Za9lc,9ZZaa9llcc
*UV!rO!C,*UUVV!!!rrOO!!!CC
"e!\'}E9C4pz,#&\q`8","ee!!!\'}EE9CC4ppzz,#&\qq`8"
CqTm?>XG&sG(&zL:&30,CCqqTTmm?>XXGG&ssGG(&zzLL:&30
^tNf,^ttNNff
"""+HEWhSC>,EYq","""+HHEEWWhhSSCC>,EEYYqq"
""",<uvy,(/g-'cj8",""",<uuvvyy,(/gg-'ccjj8"
"E,","EE,"
"S(cGlv:H0,iNSfok|pa","SS(ccGGllvv:HH0,iiNNSSffookk|ppaa"
r/}K+s,rr/}KK+ss
"CC,Ukt[VS&
V4wxXm","CCCC,UUkktt[VVSS&
VV4wwxxXXmm"
}v&MCd,}vv&MMCCdd
LeY$3%oX`1HC,LLeeYY$3%ooXX`1HHCC
9^-i8x17?;&J~$~>j/g,9^-ii8xx17?;&JJ~$~>jj/gg
lx+5?KXq}R,llxx+5?KKXXqq}RR
azEuSO[-K(,aazzEEuuSSOO[-KK(
9$'Ly3Kec#~,9$'LLyy3KKeecc#~
?ok8h'^[UtB/9C3,?ookk8hh'^[UUttBB/9CC3
0?);cw{rCp>pcs?(,0?);ccww{rrCCpp>ppccss?(
pCaBrW!XXkk,ppCCaaBBrrWW!!!XXXXkkkk
$2c!St8Uke}$,$2cc!!!SStt8UUkkee}$
"j6.
o]","jj6.
oo]"
%m}NAVla,%mm}NNAAVVllaa
c#oy&e[{Q[Gs,cc#ooyy&ee[{QQ[GGss
"fa2~H`=$JYX"".&#;'wv","ffaa2~HH`=$JJYYXX"".&#;'wwvv"
0h=,0hh=
"Q5c&
UU`s","QQ5cc&
UUUU`ss"
JJrA.,JJJJrrAA.
7_3(8#<8X]vFJ|mNK=y,7_3(8#<8XX]vvFFJJ|mmNNKK=yy
EjR~sK=,EEjjRR~ssKK=
f#WER.(T\pyt*=\0N,ff#WWEERR.(TT\ppyytt*=\0NN
;T_dSVa,;TT_ddSSVVaa
'wPZ1K,'wwPPZZ1KK
"yqXW,iV2+>$U9F","yyqqXXWW,iiVV2+>$UU9FF"
"
6o)7TEU","
6oo)7TTEEUU"
mhs9S=mf=<,mmhhss9SS=mmff=<
<G'#>s5,<GG'#>ss5
WtUpaCr:Jk.!V\8uXYn$,WWttUUppaaCCrr:JJkk.!!!VV\8uuXXYYnn$
:BXEZ\ymr-{(-g,:BBXXEEZZ\yymmrr-{(-gg
"vQ!
)Ko#?NAr{/","vvQQ!!!
)KKoo#?NNAArr{/"
pkl`P]w,ppkkll`PP]ww
ZI_A3lH=] ,ZZII_AA3llHH=] 
8,8
S;#(,SS;#(
"6	x,N","6	xx,NN"
r#y!V\.PxT,rr#yy!!!VV\.PPxxTT
6,6
hoz,hhoozz
	Vx$[]BnE<JJ2&5VG_bZ,	VVxx$[]BBnnEE<JJJJ2&5VVGG_bbZZ
 NA8hjp, NNAA8hhjjpp
tz $vBlFE,ttzz $vvBBllFFEE
N)}@u2u(\L)`}*,NN)}@uu2uu(\LL)`}*
;MeL5JJ	n_,;MMeeLL5JJJJ	nn_
4^e?H3I0khv,4^ee?HH3II0kkhhvv
"uETyP1zcU%e""","uuEETTyyPP1zzccUU%ee"""
O!O,OO!!!OO
9UN9m\&%~,9UUNN9mm\&%~
Ld%9w)1![U.=NIx!,LLdd%9ww)1!!![UU.=NNIIxx!!!
r?2.	>;,rr?2.	>;
'=DqZ9ZIC>Lg|1:K,'=DDqqZZ9ZZIICC>LLgg|1:KK
B>K~,BB>KK~
y{3Ao=Y}wj4,yy{3AAoo=YY}wwjj4
",.2~@2&$I",",.2~@2&$II"
b)|}`G 3,bb)|}`GG 3
F7Y-,FF7YY-
":O^""#T@?+0=u@*z,Srd",":OO^""#TT@?+0=uu@*zz,SSrrdd"
",\0/uOy",",\0/uuOOyy"
@PzWkiyvRD#ka]fKOJi,@PPzzWWkkiiyyvvRRDD#kkaa]ffKKOOJJii
"(|g6k,BZsWW}'2H&nZml","(|gg6kk,BBZZssWWWW}'2HH&nnZZmmll"
"d#PIrcLAp`N3O,cBWOp","dd#PPIIrrccLLAApp`NN3OO,ccBBWWOOpp"
"7L""NCVi{4vZ9Igu.zW","7LL""NNCCVVii{4vvZZ9IIgguu.zzWW"
"v,x<:p-m\k/w5a@Or""","vv,xx<:pp-mm\kk/ww5aa@OOrr"""
"&}6M/hI=B~_|v7,:7","&}6MM/hhII=BB~_|vv7,:7"
CRYqt*Y,CCRRYYqqtt*YY
\]g+,\]gg+
"
a*TgUPU3<NX34!;Qc","
aa*TTggUUPPUU3<NNXX34!!!;QQcc"
-u92nk]-&,-uu92nnkk]-&
YT.y#H,YYTT.yy#HH
&+`,&+`
!4;#23=7S	3Xzm2bU,!!!4;#23=7SS	3XXzzmm2bbUU
Jva=]E,JJvvaa=]EE
=h`3i,=hh`3ii
"rsQ6%e;$of^""IX2/U","rrssQQ6%ee;$ooff^""IIXX2/UU"
D,DD
'?(7 i,'?(7 ii
*/4,*/4
|Lr5p.L1,|LLrr5pp.LL1
R&,RR&
RSv,RRSSvv
"4bG*
","4bbGG*
"
xvbj,xxvvbbjj
"=xt,U~O6H0j&(","=xxtt,UU~OO6HH0jj&("
"r{e*UN""]/XIQ,Q#n.$|I","rr{ee*UUNN""]/XXIIQQ,QQ#nn.$|II"
YmC6)il;G,YYmmCC6)iill;GG
(*dt,(*ddtt
"f2CueE
}b}:`O","ff2CCuueeEE
}bb}:`OO"
ccDb{n,ccccDDbb{nn
lOlSD_#+-ZO|<9T{c|2i,llOOllSSDD_#+-ZZOO|<9TT{cc|2ii
"Y	* l2s,,'BDc'yTN","YY	* ll2ss,,'BBDDcc'yyTTNN"
^4p	d%Qx3\-BH 	e2c$,^4pp	dd%QQxx3\-BBHH 	ee2cc$
"DO(d[\d:w?v\c;""q!z","DDOO(dd[\dd:ww?vv\cc;""qq!!!zz"
!)($/U\,!!!)($/UU\
#r$YTk5GUac,#rr$YYTTkk5GGUUaacc
HRZ'(bS#%q,HHRRZZ'(bbSS#%qq
",Bh~w
J
$C{ZH",",BBhh~ww
JJ
$CC{ZZHH"
"1)VV""|@AB<,\(>s}P","1)VVVV""|@AABB<,\(>ss}PP"
"]VwYzQ3,~tTj(","]VVwwYYzzQQ3,~ttTTjj("
9P;]cSbLQ(^,9PP;]ccSSbbLLQQ(^
"JEjuX,@QTc>\","JJEEjjuuXX,@QQTTcc>\"
J)&EnvHA{,JJ)&EEnnvvHHAA{
T4$y4S6 vlu|.,TT4$yy4SS6 vvlluu|.
BXk<oBVhN{~cvHr5&TLb,BBXXkk<ooBBVVhhNN{~ccvvHHrr5&TTLLbb
"+hl""I","+hhll""II"
"fDww])20aME4+,'g4_y","ffDDwwww])20aaMMEE4+,'gg4_yy"
"diRPm,cG.D~o:d^tWW","ddiiRRPPmm,ccGG.DD~oo:dd^ttWWWW"
&Z	jd[.c~bR,&ZZ	jjdd[.cc~bbRR
%,%
?,?
"z,WuR=4[","zz,WWuuRR=4["
